名称,经度,纬度,高度,创建时间,注解,类型
TrackPt00791,113 17'23.26"E,23 6'50.77"N,5.3,2019.9.17 10:40:17,,默认图标模式
TrackPt00792,113 17'23.69"E,23 6'50.77"N,5.3,2019.9.17 10:40:18,,默认图标模式
TrackPt00793,113 17'24.08"E,23 6'50.76"N,5.1,2019.9.17 10:40:19,,默认图标模式
TrackPt00794,113 17'24.45"E,23 6'50.76"N,5.1,2019.9.17 10:40:20,,默认图标模式
TrackPt00795,113 17'25.10"E,23 6'50.75"N,4.9,2019.9.17 10:40:22,,默认图标模式
TrackPt00796,113 17'25.81"E,23 6'50.73"N,4.8,2019.9.17 10:40:25,,默认图标模式
TrackPt00797,113 17'26.24"E,23 6'50.72"N,4.8,2019.9.17 10:40:28,,默认图标模式
TrackPt00798,113 17'26.51"E,23 6'50.69"N,3.9,2019.9.17 10:40:44,,默认图标模式
TrackPt00799,113 17'26.80"E,23 6'50.69"N,4,2019.9.17 10:40:47,,默认图标模式
TrackPt00800,113 17'27.37"E,23 6'50.69"N,4.2,2019.9.17 10:40:50,,默认图标模式
TrackPt00801,113 17'28.14"E,23 6'50.65"N,4.9,2019.9.17 10:40:53,,默认图标模式
TrackPt00802,113 17'28.45"E,23 6'50.62"N,5.1,2019.9.17 10:40:54,,默认图标模式
TrackPt00803,113 17'28.76"E,23 6'50.53"N,6.2,2019.9.17 10:40:55,,默认图标模式
TrackPt00804,113 17'29.10"E,23 6'50.47"N,6.9,2019.9.17 10:40:56,,默认图标模式
TrackPt00805,113 17'29.47"E,23 6'50.40"N,7.4,2019.9.17 10:40:57,,默认图标模式
TrackPt00806,113 17'31.79"E,23 6'49.98"N,7.1,2019.9.17 10:41:03,,默认图标模式
TrackPt00807,113 17'32.19"E,23 6'49.90"N,6.9,2019.9.17 10:41:04,,默认图标模式
TrackPt00808,113 17'32.60"E,23 6'49.81"N,6.9,2019.9.17 10:41:05,,默认图标模式
TrackPt00809,113 17'33.01"E,23 6'49.73"N,6.6,2019.9.17 10:41:06,,默认图标模式
TrackPt00810,113 17'33.42"E,23 6'49.64"N,5.8,2019.9.17 10:41:07,,默认图标模式
TrackPt00811,113 17'33.84"E,23 6'49.55"N,5.8,2019.9.17 10:41:08,,默认图标模式
TrackPt00812,113 17'34.27"E,23 6'49.46"N,4.8,2019.9.17 10:41:09,,默认图标模式
TrackPt00813,113 17'34.71"E,23 6'49.37"N,4.8,2019.9.17 10:41:10,,默认图标模式
TrackPt00814,113 17'35.17"E,23 6'49.27"N,4.9,2019.9.17 10:41:11,,默认图标模式
TrackPt00815,113 17'35.65"E,23 6'49.17"N,4.8,2019.9.17 10:41:12,,默认图标模式
TrackPt00816,113 17'36.14"E,23 6'49.09"N,5.1,2019.9.17 10:41:13,,默认图标模式
TrackPt00817,113 17'36.63"E,23 6'48.98"N,4.9,2019.9.17 10:41:14,,默认图标模式
TrackPt00818,113 17'37.10"E,23 6'48.87"N,4.4,2019.9.17 10:41:15,,默认图标模式
TrackPt00819,113 17'38.06"E,23 6'48.67"N,4.2,2019.9.17 10:41:17,,默认图标模式
TrackPt00820,113 17'38.54"E,23 6'48.56"N,4.2,2019.9.17 10:41:18,,默认图标模式
TrackPt00821,113 17'39.03"E,23 6'48.46"N,4.2,2019.9.17 10:41:19,,默认图标模式
TrackPt00822,113 17'39.50"E,23 6'48.34"N,4.3,2019.9.17 10:41:20,,默认图标模式
TrackPt00823,113 17'39.99"E,23 6'48.25"N,5.1,2019.9.17 10:41:21,,默认图标模式
TrackPt00824,113 17'40.45"E,23 6'48.15"N,4.5,2019.9.17 10:41:22,,默认图标模式
TrackPt00825,113 17'40.91"E,23 6'48.07"N,4.7,2019.9.17 10:41:23,,默认图标模式
TrackPt00826,113 17'41.34"E,23 6'47.98"N,5,2019.9.17 10:41:24,,默认图标模式
TrackPt00827,113 17'41.73"E,23 6'47.89"N,5,2019.9.17 10:41:25,,默认图标模式
TrackPt00828,113 17'42.11"E,23 6'47.80"N,5.5,2019.9.17 10:41:26,,默认图标模式
TrackPt00829,113 17'42.48"E,23 6'47.73"N,5.9,2019.9.17 10:41:27,,默认图标模式
TrackPt00830,113 17'42.84"E,23 6'47.67"N,5.8,2019.9.17 10:41:28,,默认图标模式
TrackPt00831,113 17'43.19"E,23 6'47.60"N,5.7,2019.9.17 10:41:29,,默认图标模式
TrackPt00832,113 17'43.54"E,23 6'47.53"N,5.7,2019.9.17 10:41:30,,默认图标模式
TrackPt00833,113 17'43.88"E,23 6'47.47"N,5.8,2019.9.17 10:41:31,,默认图标模式
TrackPt00834,113 17'44.19"E,23 6'47.40"N,5.6,2019.9.17 10:41:32,,默认图标模式
TrackPt00835,113 17'44.94"E,23 6'47.19"N,5.7,2019.9.17 10:41:35,,默认图标模式
TrackPt00836,113 17'45.39"E,23 6'46.75"N,7.3,2019.9.17 10:41:38,,默认图标模式
TrackPt00837,113 17'45.74"E,23 6'46.10"N,6,2019.9.17 10:41:41,,默认图标模式
TrackPt00838,113 17'46.14"E,23 6'45.38"N,5.1,2019.9.17 10:41:44,,默认图标模式
TrackPt00839,113 17'46.31"E,23 6'45.13"N,5.5,2019.9.17 10:41:45,,默认图标模式
TrackPt00840,113 17'46.51"E,23 6'44.89"N,5.5,2019.9.17 10:41:46,,默认图标模式
TrackPt00841,113 17'46.75"E,23 6'44.67"N,5.2,2019.9.17 10:41:47,,默认图标模式
TrackPt00842,113 17'47.01"E,23 6'44.49"N,4.7,2019.9.17 10:41:48,,默认图标模式
TrackPt00843,113 17'47.28"E,23 6'44.32"N,5.6,2019.9.17 10:41:49,,默认图标模式
TrackPt00844,113 17'47.57"E,23 6'44.19"N,6.5,2019.9.17 10:41:50,,默认图标模式
TrackPt00845,113 17'47.90"E,23 6'44.11"N,6.5,2019.9.17 10:41:51,,默认图标模式
TrackPt00846,113 17'48.25"E,23 6'44.05"N,6.5,2019.9.17 10:41:52,,默认图标模式
TrackPt00847,113 17'48.61"E,23 6'44.00"N,8.1,2019.9.17 10:41:53,,默认图标模式
TrackPt00848,113 17'49.00"E,23 6'43.94"N,8.1,2019.9.17 10:41:54,,默认图标模式
TrackPt00849,113 17'49.39"E,23 6'43.88"N,7.7,2019.9.17 10:41:55,,默认图标模式
TrackPt00850,113 17'49.79"E,23 6'43.83"N,8.4,2019.9.17 10:41:56,,默认图标模式
TrackPt00851,113 17'50.20"E,23 6'43.77"N,9.5,2019.9.17 10:41:57,,默认图标模式
TrackPt00852,113 17'50.63"E,23 6'43.71"N,10.7,2019.9.17 10:41:58,,默认图标模式
TrackPt00853,113 17'51.03"E,23 6'43.65"N,10.6,2019.9.17 10:41:59,,默认图标模式
TrackPt00854,113 17'51.42"E,23 6'43.59"N,11.9,2019.9.17 10:42:00,,默认图标模式
TrackPt00855,113 17'51.80"E,23 6'43.53"N,11.9,2019.9.17 10:42:01,,默认图标模式
TrackPt00856,113 17'52.16"E,23 6'43.48"N,13,2019.9.17 10:42:02,,默认图标模式
TrackPt00857,113 17'52.53"E,23 6'43.43"N,14.2,2019.9.17 10:42:03,,默认图标模式
TrackPt00858,113 17'52.89"E,23 6'43.36"N,12,2019.9.17 10:42:04,,默认图标模式
TrackPt00859,113 17'53.25"E,23 6'43.31"N,13.9,2019.9.17 10:42:05,,默认图标模式
TrackPt00860,113 17'53.61"E,23 6'43.25"N,13.9,2019.9.17 10:42:06,,默认图标模式
TrackPt00861,113 17'53.99"E,23 6'43.19"N,15,2019.9.17 10:42:07,,默认图标模式
TrackPt00862,113 17'54.37"E,23 6'43.14"N,14.9,2019.9.17 10:42:08,,默认图标模式
TrackPt00863,113 17'54.74"E,23 6'43.08"N,15.5,2019.9.17 10:42:09,,默认图标模式
TrackPt00864,113 17'55.13"E,23 6'43.01"N,14.5,2019.9.17 10:42:10,,默认图标模式
TrackPt00865,113 17'55.50"E,23 6'42.95"N,12.6,2019.9.17 10:42:11,,默认图标模式
TrackPt00866,113 17'55.89"E,23 6'42.88"N,12.2,2019.9.17 10:42:12,,默认图标模式
TrackPt00867,113 17'56.27"E,23 6'42.82"N,13,2019.9.17 10:42:13,,默认图标模式
TrackPt00868,113 17'56.64"E,23 6'42.76"N,14,2019.9.17 10:42:14,,默认图标模式
TrackPt00869,113 17'57.00"E,23 6'42.71"N,14,2019.9.17 10:42:15,,默认图标模式
TrackPt00870,113 17'57.33"E,23 6'42.67"N,14.4,2019.9.17 10:42:16,,默认图标模式
TrackPt00871,113 17'57.67"E,23 6'42.61"N,14.9,2019.9.17 10:42:17,,默认图标模式
TrackPt00872,113 17'57.99"E,23 6'42.54"N,15.4,2019.9.17 10:42:18,,默认图标模式
TrackPt00873,113 17'58.85"E,23 6'42.38"N,17.3,2019.9.17 10:42:21,,默认图标模式
TrackPt00874,113 17'59.45"E,23 6'42.27"N,16.4,2019.9.17 10:42:23,,默认图标模式
TrackPt00875,113 17'59.79"E,23 6'42.21"N,16.5,2019.9.17 10:42:24,,默认图标模式
TrackPt00876,113 18'0.13"E,23 6'42.16"N,17.5,2019.9.17 10:42:25,,默认图标模式
TrackPt00877,113 18'0.49"E,23 6'42.10"N,18.6,2019.9.17 10:42:26,,默认图标模式
TrackPt00878,113 18'0.85"E,23 6'42.04"N,19.4,2019.9.17 10:42:27,,默认图标模式
TrackPt00879,113 18'1.21"E,23 6'41.99"N,19.6,2019.9.17 10:42:28,,默认图标模式
TrackPt00880,113 18'1.60"E,23 6'41.94"N,20.6,2019.9.17 10:42:29,,默认图标模式
TrackPt00881,113 18'1.98"E,23 6'41.90"N,20.6,2019.9.17 10:42:30,,默认图标模式
TrackPt00882,113 18'2.38"E,23 6'41.84"N,20.8,2019.9.17 10:42:31,,默认图标模式
TrackPt00883,113 18'2.79"E,23 6'41.77"N,21.3,2019.9.17 10:42:32,,默认图标模式
TrackPt00884,113 18'3.18"E,23 6'41.69"N,22.2,2019.9.17 10:42:33,,默认图标模式
TrackPt00885,113 18'3.57"E,23 6'41.63"N,21.8,2019.9.17 10:42:34,,默认图标模式
TrackPt00886,113 18'3.97"E,23 6'41.57"N,20.9,2019.9.17 10:42:35,,默认图标模式
TrackPt00887,113 18'4.36"E,23 6'41.52"N,20.9,2019.9.17 10:42:36,,默认图标模式
TrackPt00888,113 18'4.76"E,23 6'41.46"N,22.6,2019.9.17 10:42:37,,默认图标模式
TrackPt00889,113 18'5.17"E,23 6'41.39"N,22,2019.9.17 10:42:38,,默认图标模式
TrackPt00890,113 18'5.58"E,23 6'41.33"N,21.1,2019.9.17 10:42:39,,默认图标模式
TrackPt00891,113 18'6.00"E,23 6'41.26"N,20.3,2019.9.17 10:42:40,,默认图标模式
TrackPt00892,113 18'6.44"E,23 6'41.20"N,20.3,2019.9.17 10:42:41,,默认图标模式
TrackPt00893,113 18'6.85"E,23 6'41.14"N,21.5,2019.9.17 10:42:42,,默认图标模式
TrackPt00894,113 18'7.24"E,23 6'41.08"N,22.3,2019.9.17 10:42:43,,默认图标模式
TrackPt00895,113 18'7.57"E,23 6'41.04"N,22.3,2019.9.17 10:42:44,,默认图标模式
TrackPt00896,113 18'7.88"E,23 6'40.99"N,22.6,2019.9.17 10:42:45,,默认图标模式
TrackPt00897,113 18'8.50"E,23 6'40.88"N,21.6,2019.9.17 10:42:47,,默认图标模式
TrackPt00898,113 18'8.86"E,23 6'40.82"N,19.9,2019.9.17 10:42:48,,默认图标模式
TrackPt00899,113 18'9.31"E,23 6'40.74"N,19.4,2019.9.17 10:42:49,,默认图标模式
TrackPt00900,113 18'9.75"E,23 6'40.63"N,16.5,2019.9.17 10:42:50,,默认图标模式
TrackPt00901,113 18'10.19"E,23 6'40.56"N,15.5,2019.9.17 10:42:51,,默认图标模式
TrackPt00902,113 18'10.65"E,23 6'40.49"N,15.5,2019.9.17 10:42:52,,默认图标模式
TrackPt00903,113 18'11.12"E,23 6'40.42"N,15.7,2019.9.17 10:42:53,,默认图标模式
TrackPt00904,113 18'11.57"E,23 6'40.37"N,15.4,2019.9.17 10:42:54,,默认图标模式
TrackPt00905,113 18'12.03"E,23 6'40.30"N,16.3,2019.9.17 10:42:55,,默认图标模式
TrackPt00906,113 18'12.52"E,23 6'40.22"N,17.6,2019.9.17 10:42:56,,默认图标模式
TrackPt00907,113 18'13.03"E,23 6'40.13"N,17.3,2019.9.17 10:42:57,,默认图标模式
TrackPt00908,113 18'13.56"E,23 6'40.02"N,16.5,2019.9.17 10:42:58,,默认图标模式
TrackPt00909,113 18'14.08"E,23 6'39.93"N,17.4,2019.9.17 10:42:59,,默认图标模式
TrackPt00910,113 18'14.57"E,23 6'39.84"N,17.3,2019.9.17 10:43:00,,默认图标模式
TrackPt00911,113 18'15.04"E,23 6'39.77"N,17.5,2019.9.17 10:43:01,,默认图标模式
TrackPt00912,113 18'15.55"E,23 6'39.69"N,17.9,2019.9.17 10:43:02,,默认图标模式
TrackPt00913,113 18'16.06"E,23 6'39.59"N,16,2019.9.17 10:43:03,,默认图标模式
TrackPt00914,113 18'16.54"E,23 6'39.48"N,15.1,2019.9.17 10:43:04,,默认图标模式
TrackPt00915,113 18'16.95"E,23 6'39.40"N,15.6,2019.9.17 10:43:05,,默认图标模式
TrackPt00916,113 18'17.37"E,23 6'39.33"N,15.9,2019.9.17 10:43:06,,默认图标模式
TrackPt00917,113 18'17.75"E,23 6'39.27"N,14.7,2019.9.17 10:43:07,,默认图标模式
TrackPt00918,113 18'18.44"E,23 6'39.14"N,14.7,2019.9.17 10:43:09,,默认图标模式
TrackPt00919,113 18'19.19"E,23 6'39.12"N,10.8,2019.9.17 10:43:12,,默认图标模式
TrackPt00920,113 18'19.57"E,23 6'39.46"N,6.8,2019.9.17 10:43:15,,默认图标模式
TrackPt00921,113 18'19.74"E,23 6'39.89"N,7.7,2019.9.17 10:43:17,,默认图标模式
TrackPt00922,113 18'19.81"E,23 6'40.17"N,8.2,2019.9.17 10:43:18,,默认图标模式
TrackPt00923,113 18'19.89"E,23 6'40.47"N,8.2,2019.9.17 10:43:19,,默认图标模式
TrackPt00924,113 18'19.98"E,23 6'40.80"N,8.7,2019.9.17 10:43:20,,默认图标模式
TrackPt00925,113 18'20.07"E,23 6'41.15"N,8.1,2019.9.17 10:43:21,,默认图标模式
TrackPt00926,113 18'20.15"E,23 6'41.52"N,8.4,2019.9.17 10:43:22,,默认图标模式
TrackPt00927,113 18'20.23"E,23 6'41.89"N,8.4,2019.9.17 10:43:23,,默认图标模式
TrackPt00928,113 18'20.31"E,23 6'42.27"N,8.3,2019.9.17 10:43:24,,默认图标模式
TrackPt00929,113 18'20.38"E,23 6'42.60"N,8.5,2019.9.17 10:43:25,,默认图标模式
TrackPt00930,113 18'20.48"E,23 6'43.14"N,10.6,2019.9.17 10:43:28,,默认图标模式
TrackPt00931,113 18'20.53"E,23 6'43.21"N,11.2,2019.9.17 10:43:58,,默认图标模式
TrackPt00932,113 18'20.67"E,23 6'43.46"N,12.1,2019.9.17 10:44:01,,默认图标模式
TrackPt00933,113 18'20.95"E,23 6'43.68"N,12.1,2019.9.17 10:44:03,,默认图标模式
TrackPt00934,113 18'22.32"E,23 6'43.71"N,11.8,2019.9.17 10:44:08,,默认图标模式
TrackPt00935,113 18'22.70"E,23 6'43.65"N,11.8,2019.9.17 10:44:09,,默认图标模式
TrackPt00936,113 18'23.09"E,23 6'43.59"N,12,2019.9.17 10:44:10,,默认图标模式
TrackPt00937,113 18'23.50"E,23 6'43.53"N,12.1,2019.9.17 10:44:11,,默认图标模式
TrackPt00938,113 18'23.92"E,23 6'43.47"N,12.5,2019.9.17 10:44:12,,默认图标模式
TrackPt00939,113 18'24.35"E,23 6'43.40"N,12.1,2019.9.17 10:44:13,,默认图标模式
TrackPt00940,113 18'24.79"E,23 6'43.32"N,12,2019.9.17 10:44:14,,默认图标模式
TrackPt00941,113 18'26.99"E,23 6'42.97"N,11.1,2019.9.17 10:44:19,,默认图标模式
TrackPt00942,113 18'27.44"E,23 6'42.91"N,11.1,2019.9.17 10:44:20,,默认图标模式
TrackPt00943,113 18'27.89"E,23 6'42.86"N,10.7,2019.9.17 10:44:21,,默认图标模式
TrackPt00944,113 18'28.80"E,23 6'42.79"N,9.7,2019.9.17 10:44:23,,默认图标模式
TrackPt00945,113 18'29.70"E,23 6'42.76"N,10.4,2019.9.17 10:44:25,,默认图标模式
TrackPt00946,113 18'30.13"E,23 6'42.76"N,10.4,2019.9.17 10:44:26,,默认图标模式
TrackPt00947,113 18'30.54"E,23 6'42.76"N,11.3,2019.9.17 10:44:27,,默认图标模式
TrackPt00948,113 18'30.97"E,23 6'42.78"N,11.3,2019.9.17 10:44:28,,默认图标模式
TrackPt00949,113 18'31.40"E,23 6'42.80"N,10.7,2019.9.17 10:44:29,,默认图标模式
TrackPt00950,113 18'31.87"E,23 6'42.85"N,10.6,2019.9.17 10:44:30,,默认图标模式
TrackPt00951,113 18'32.36"E,23 6'42.90"N,9.8,2019.9.17 10:44:31,,默认图标模式
TrackPt00952,113 18'32.85"E,23 6'42.96"N,9.8,2019.9.17 10:44:32,,默认图标模式
TrackPt00953,113 18'33.33"E,23 6'43.01"N,8.9,2019.9.17 10:44:33,,默认图标模式
TrackPt00954,113 18'33.79"E,23 6'43.06"N,8.9,2019.9.17 10:44:34,,默认图标模式
TrackPt00955,113 18'34.24"E,23 6'43.11"N,8.5,2019.9.17 10:44:35,,默认图标模式
TrackPt00956,113 18'34.67"E,23 6'43.16"N,8.1,2019.9.17 10:44:36,,默认图标模式
TrackPt00957,113 18'35.07"E,23 6'43.21"N,7.6,2019.9.17 10:44:37,,默认图标模式
TrackPt00958,113 18'35.47"E,23 6'43.30"N,7.6,2019.9.17 10:44:38,,默认图标模式
TrackPt00959,113 18'35.82"E,23 6'43.40"N,7.5,2019.9.17 10:44:39,,默认图标模式
TrackPt00960,113 18'36.34"E,23 6'43.38"N,5,2019.9.17 10:44:42,,默认图标模式
TrackPt00961,113 18'36.80"E,23 6'43.49"N,6.8,2019.9.17 10:44:43,,默认图标模式
TrackPt00962,113 18'37.27"E,23 6'43.59"N,6.8,2019.9.17 10:44:44,,默认图标模式
TrackPt00963,113 18'37.66"E,23 6'43.69"N,6.6,2019.9.17 10:44:45,,默认图标模式
TrackPt00964,113 18'38.06"E,23 6'43.81"N,6,2019.9.17 10:44:46,,默认图标模式
TrackPt00965,113 18'38.40"E,23 6'43.95"N,3.5,2019.9.17 10:44:47,,默认图标模式
TrackPt00966,113 18'38.71"E,23 6'44.14"N,3.6,2019.9.17 10:44:48,,默认图标模式
TrackPt00967,113 18'38.97"E,23 6'44.37"N,3,2019.9.17 10:44:49,,默认图标模式
TrackPt00968,113 18'39.19"E,23 6'44.63"N,3,2019.9.17 10:44:50,,默认图标模式
TrackPt00969,113 18'39.38"E,23 6'44.92"N,3.1,2019.9.17 10:44:51,,默认图标模式
TrackPt00970,113 18'39.50"E,23 6'45.22"N,3.9,2019.9.17 10:44:52,,默认图标模式
TrackPt00971,113 18'39.56"E,23 6'45.54"N,3.9,2019.9.17 10:44:53,,默认图标模式
TrackPt00972,113 18'39.56"E,23 6'45.86"N,4.6,2019.9.17 10:44:54,,默认图标模式
TrackPt00973,113 18'39.50"E,23 6'46.18"N,5,2019.9.17 10:44:55,,默认图标模式
TrackPt00974,113 18'39.38"E,23 6'46.48"N,5.2,2019.9.17 10:44:56,,默认图标模式
TrackPt00975,113 18'39.21"E,23 6'46.76"N,6.1,2019.9.17 10:44:57,,默认图标模式
TrackPt00976,113 18'39.00"E,23 6'47.01"N,6.1,2019.9.17 10:44:58,,默认图标模式
TrackPt00977,113 18'38.75"E,23 6'47.25"N,6,2019.9.17 10:44:59,,默认图标模式
TrackPt00978,113 18'38.49"E,23 6'47.48"N,6.1,2019.9.17 10:45:00,,默认图标模式
TrackPt00979,113 18'38.21"E,23 6'47.69"N,6.1,2019.9.17 10:45:01,,默认图标模式
TrackPt00980,113 18'37.93"E,23 6'47.90"N,6.2,2019.9.17 10:45:02,,默认图标模式
TrackPt00981,113 18'37.66"E,23 6'48.11"N,6.2,2019.9.17 10:45:03,,默认图标模式
TrackPt00982,113 18'37.40"E,23 6'48.33"N,6.2,2019.9.17 10:45:04,,默认图标模式
TrackPt00983,113 18'37.16"E,23 6'48.56"N,6.2,2019.9.17 10:45:05,,默认图标模式
TrackPt00984,113 18'36.93"E,23 6'48.82"N,6,2019.9.17 10:45:06,,默认图标模式
TrackPt00985,113 18'36.75"E,23 6'49.10"N,5.8,2019.9.17 10:45:07,,默认图标模式
TrackPt00986,113 18'36.58"E,23 6'49.39"N,5.4,2019.9.17 10:45:08,,默认图标模式
TrackPt00987,113 18'36.47"E,23 6'49.71"N,5.6,2019.9.17 10:45:09,,默认图标模式
TrackPt00988,113 18'36.39"E,23 6'50.02"N,5.4,2019.9.17 10:45:10,,默认图标模式
TrackPt00989,113 18'36.32"E,23 6'50.34"N,5.5,2019.9.17 10:45:11,,默认图标模式
TrackPt00990,113 18'36.26"E,23 6'50.68"N,5.8,2019.9.17 10:45:12,,默认图标模式
TrackPt00991,113 18'36.22"E,23 6'51.02"N,6,2019.9.17 10:45:13,,默认图标模式
TrackPt00992,113 18'36.19"E,23 6'51.39"N,6.3,2019.9.17 10:45:14,,默认图标模式
TrackPt00993,113 18'36.16"E,23 6'51.78"N,6.7,2019.9.17 10:45:15,,默认图标模式
TrackPt00994,113 18'36.14"E,23 6'52.19"N,6.7,2019.9.17 10:45:16,,默认图标模式
TrackPt00995,113 18'36.12"E,23 6'52.61"N,6.9,2019.9.17 10:45:17,,默认图标模式
TrackPt00996,113 18'36.10"E,23 6'53.05"N,6.9,2019.9.17 10:45:18,,默认图标模式
TrackPt00997,113 18'36.07"E,23 6'53.51"N,6.9,2019.9.17 10:45:19,,默认图标模式
TrackPt00998,113 18'36.04"E,23 6'53.97"N,7.2,2019.9.17 10:45:20,,默认图标模式
TrackPt00999,113 18'36.01"E,23 6'54.44"N,7.2,2019.9.17 10:45:21,,默认图标模式
TrackPt01000,113 18'35.99"E,23 6'54.92"N,7.3,2019.9.17 10:45:22,,默认图标模式
TrackPt01001,113 18'35.98"E,23 6'55.40"N,7.4,2019.9.17 10:45:23,,默认图标模式
TrackPt01002,113 18'35.97"E,23 6'55.89"N,7.4,2019.9.17 10:45:24,,默认图标模式
TrackPt01003,113 18'35.96"E,23 6'56.37"N,7.4,2019.9.17 10:45:25,,默认图标模式
TrackPt01004,113 18'35.96"E,23 6'56.85"N,7.3,2019.9.17 10:45:26,,默认图标模式
TrackPt01005,113 18'35.95"E,23 6'57.33"N,7.2,2019.9.17 10:45:27,,默认图标模式
TrackPt01006,113 18'35.95"E,23 6'57.79"N,7,2019.9.17 10:45:28,,默认图标模式
TrackPt01007,113 18'35.94"E,23 6'58.23"N,7.1,2019.9.17 10:45:29,,默认图标模式
TrackPt01008,113 18'35.94"E,23 6'58.62"N,7.1,2019.9.17 10:45:30,,默认图标模式
TrackPt01009,113 18'35.94"E,23 6'58.95"N,6.7,2019.9.17 10:45:31,,默认图标模式
TrackPt01010,113 18'35.94"E,23 6'59.25"N,6.8,2019.9.17 10:45:32,,默认图标模式
TrackPt01011,113 18'35.94"E,23 6'59.90"N,6.8,2019.9.17 10:45:35,,默认图标模式
TrackPt01012,113 18'35.93"E,23 7'0.43"N,6.6,2019.9.17 10:45:38,,默认图标模式
TrackPt01013,113 18'35.92"E,23 7'1.04"N,6.6,2019.9.17 10:45:41,,默认图标模式
TrackPt01014,113 18'35.91"E,23 7'1.63"N,6.6,2019.9.17 10:45:44,,默认图标模式
TrackPt01015,113 18'35.91"E,23 7'2.31"N,6.3,2019.9.17 10:45:47,,默认图标模式
TrackPt01016,113 18'35.95"E,23 7'2.86"N,4.8,2019.9.17 10:45:49,,默认图标模式
TrackPt01017,113 18'35.98"E,23 7'3.15"N,4.7,2019.9.17 10:45:50,,默认图标模式
TrackPt01018,113 18'36.01"E,23 7'3.48"N,4.4,2019.9.17 10:45:51,,默认图标模式
TrackPt01019,113 18'36.03"E,23 7'3.83"N,4.5,2019.9.17 10:45:52,,默认图标模式
TrackPt01020,113 18'36.04"E,23 7'4.19"N,4.5,2019.9.17 10:45:53,,默认图标模式
TrackPt01021,113 18'36.06"E,23 7'4.54"N,3.7,2019.9.17 10:45:54,,默认图标模式
TrackPt01022,113 18'36.06"E,23 7'4.88"N,3.7,2019.9.17 10:45:55,,默认图标模式
TrackPt01023,113 18'36.06"E,23 7'5.20"N,3.2,2019.9.17 10:45:56,,默认图标模式
TrackPt01024,113 18'36.06"E,23 7'5.51"N,2.7,2019.9.17 10:45:57,,默认图标模式
TrackPt01025,113 18'36.05"E,23 7'5.79"N,2.3,2019.9.17 10:45:58,,默认图标模式
TrackPt01026,113 18'36.03"E,23 7'6.32"N,2.2,2019.9.17 10:46:00,,默认图标模式
TrackPt01027,113 18'36.00"E,23 7'6.59"N,2.8,2019.9.17 10:46:01,,默认图标模式
TrackPt01028,113 18'35.99"E,23 7'6.87"N,2.8,2019.9.17 10:46:02,,默认图标模式
TrackPt01029,113 18'35.97"E,23 7'7.16"N,3,2019.9.17 10:46:03,,默认图标模式
TrackPt01030,113 18'35.96"E,23 7'7.44"N,3.1,2019.9.17 10:46:04,,默认图标模式
TrackPt01031,113 18'35.94"E,23 7'7.73"N,3.6,2019.9.17 10:46:05,,默认图标模式
TrackPt01032,113 18'35.92"E,23 7'8.02"N,3.6,2019.9.17 10:46:06,,默认图标模式
TrackPt01033,113 18'35.91"E,23 7'8.31"N,3.8,2019.9.17 10:46:07,,默认图标模式
TrackPt01034,113 18'35.91"E,23 7'8.60"N,4.6,2019.9.17 10:46:08,,默认图标模式
TrackPt01035,113 18'35.93"E,23 7'8.91"N,4.9,2019.9.17 10:46:09,,默认图标模式
TrackPt01036,113 18'35.96"E,23 7'9.23"N,5.3,2019.9.17 10:46:10,,默认图标模式
TrackPt01037,113 18'35.99"E,23 7'9.57"N,5.2,2019.9.17 10:46:11,,默认图标模式
TrackPt01038,113 18'36.01"E,23 7'9.92"N,4.2,2019.9.17 10:46:12,,默认图标模式
TrackPt01039,113 18'36.04"E,23 7'10.27"N,4.3,2019.9.17 10:46:13,,默认图标模式
TrackPt01040,113 18'36.09"E,23 7'10.99"N,3,2019.9.17 10:46:15,,默认图标模式
TrackPt01041,113 18'36.10"E,23 7'11.34"N,3,2019.9.17 10:46:16,,默认图标模式
TrackPt01042,113 18'36.10"E,23 7'11.68"N,2.4,2019.9.17 10:46:17,,默认图标模式
TrackPt01043,113 18'36.10"E,23 7'12.04"N,2.1,2019.9.17 10:46:18,,默认图标模式
TrackPt01044,113 18'36.10"E,23 7'12.40"N,1.6,2019.9.17 10:46:19,,默认图标模式
TrackPt01045,113 18'36.10"E,23 7'12.73"N,2,2019.9.17 10:46:20,,默认图标模式
TrackPt01046,113 18'36.10"E,23 7'13.05"N,1.9,2019.9.17 10:46:21,,默认图标模式
TrackPt01047,113 18'36.11"E,23 7'13.36"N,2.9,2019.9.17 10:46:22,,默认图标模式
TrackPt01048,113 18'36.11"E,23 7'13.64"N,3.1,2019.9.17 10:46:23,,默认图标模式
TrackPt01049,113 18'36.14"E,23 7'14.42"N,2.9,2019.9.17 10:46:26,,默认图标模式
TrackPt01050,113 18'36.16"E,23 7'15.11"N,3.6,2019.9.17 10:46:29,,默认图标模式
TrackPt01051,113 18'36.19"E,23 7'15.82"N,3.2,2019.9.17 10:46:32,,默认图标模式
TrackPt01052,113 18'36.22"E,23 7'16.09"N,2.9,2019.9.17 10:46:33,,默认图标模式
TrackPt01053,113 18'36.26"E,23 7'16.36"N,2,2019.9.17 10:46:34,,默认图标模式
TrackPt01054,113 18'36.23"E,23 7'16.91"N,2.1,2019.9.17 10:46:36,,默认图标模式
